product_title,star_rating,verified_purchase,review_headline,review_body,review_date
GE Refrigerator Dispenser Auger WR17X11939,5,Y,Works Good,Brought this for my GE refrigerator.  Looked up the process of replacing it on YouTube and replaced it in a short period of time.,3/23/14
"GE PHB925STSS Profile 30"" Stainless Steel Electric Induction Range - Convection",1,Y,Consider all other options before buying this product,"I'll first justify my rating here, before giving a detailed account of our ordeal.<br />- One star removed for GE being a company that treats its customers badly<br />- One star removed for Induction Range not being widely used in the US. (See ramifications below.)<br />- Two stars removed for this being a relatively higher end model of GE Induction Range. (Again, see ramifications below.)<br /><br />The following is a simplified outline of events. Most phone calls were not fruitful and therefore not mentioned here.<br /><br />We bought this range in early Nov. 2013, and it was delivered in late Nov. It broke down in less than a month. In the sense that it was totally dead. When we contacted the seller for returns, we were told that happy for us, the range was covered by GE's warranty. In other words, we couldn't.<br /><br />We contacted GE for repairs. The first time slot a repair person was available was in three days. When the repairman came, he read the code on the range, and went to his van to check. Eventually he came back with bad news: not only he didn't have the part needed, it was on back order until January. He said that we'd be offered a replacement unit. But we had to call their 800 number ourselves.<br /><br />It took another day for GE to &#34;research&#34; the case, in which time they verified that the part needed for repair was indeed not available, and the back order would be filled no earlier than mid-January. They offered us a replacement unit with a different model number. While on the phone, we did a quick research, and found that the replacement model was not available on Amazon, and on GE's website it was listed for $700 less than the model we bought. We asked for compensation of the price difference, and were told by the agent that day (Kaitlin) that she could only arrange for the replacement, and we had to wait until the agent whom dealt with our case first (Angela) to discuss monetary compensation. Considering that without the replacement we were set to go through the Christmas season without a working range, we agreed to have the replacement.<br /><br />The replacement came in less than a week (i.e., we were without a range for more than 10 days total) and worked fine since then. We liked the fact that it heats very quickly. We didn't like the fact that we had to replace all our cookware, but are resigned to it.<br /><br />Because the price we paid on Amazon Marketplace was less than the list price on GE's website, we also tried to find the unit on the Internet. It was available for about $700 less than what we paid for this unit.<br /><br />In January, 2014, when we were in contact with Angela, she told us that GE guideline was that a replacement unit only has to be functionally equivalent; no monetary compensation was given. When we protested, she (yes, Angela herself) reviewed the case and found it totally satisfactory. She even sent us a letter to that effect.<br /><br />In February, we complained through NYS AG's office. A different woman, Kelly J------, took the case. After some days of research, she came up with an offer of $200, plus a one-year extended warranty. I did not think the offer fair, and rejected it.<br /><br />In March, we complained through BBB Kentucky. Again, Kelly J------ got the case, and replied that she made the offer of $200 plus one year extended warranty, which I rejected.<br /><br />So now let me briefly explain my rationale for the rating:<br />- GE treated us badly. You could judge that from the fact above. I do not have experience with other brands because of the no-return policy, but I couldn't imagine another company treating their customers worse than this.<br />- Induction Range might be more troublesome to repair than other ranges, due to its unpopularity. The repairman came with a van full of parts and tools, and yet the parts needed to repair our range was not on it. Or anywhere in this country, for that matter. My guess is that the van did contain parts forrepairing other, more popular, types of ranges.<br />- Lastly, if you had to get a GE appliance of any kind, get the cheapest one you could find! Our experience suggests that for economic reasons GE would only provide replacement units of like functionality but of the cheapest price.repairing other, more popular, types of ranges.<br />- Lastly, if you had to get a GE appliance of any kind, get the cheapest one you could find! Our experience suggests that for economic reasons GE would only provide replacement units of like functionality but of the cheapest price.",3/23/14
GE MWF Refrigerator Water Filter Replacement SGF-G9 3-Pack by Swift Green Filters,5,Y,Very good quality and good price,Very good quality and good price. I will buy this product again and will recommend it for my friends and family,3/23/14
GE Microwave Oven Magnetron and Diode Kit OM75P (10) Part # WB27X10017,5,Y,magnitron satisfaction,"The item arrived ahead of time, was just what i needed to prevent fm tossing my microwave,  was a genuine GE part. Also the cust svc was excellent.",3/23/14
GE MSWFDS Refrigerator Replacement Water Filter,5,Y,Ordered for my new refrigerator.  So far is working fine.,"I choose the correct product, because I needed to replace the one I had.<br /><br />Unable to compare or rate it because this is the first time I use it.  So far it is working great.",3/22/14
General Electric Dishwasher Corner Gasket Set of WD8X227 and WD8X228,5,Y,Nothing Complicated,"It was exactly what I needed, delivered quickly and performs flawlessly. I changed these corner gaskets as well as the center gasket for less than 25 dollars. Much less that it would of cost to have someone tell me &#34;exactly&#34; where the leak was, and then I would have still had to pay for the repair. easy instructions if you need them but basically pull the old ones out slide the new ones in and and pull the plug on the kitchen sink because the dishwasher is back in service!! Thus sayeth the lord.",3/22/14
GE Refrigerator Dispenser Auger WR17X11939,4,Y,Almost perfect,"I had some trouble putting this into my system. I suspect that my model refrigerator might have been slightly different as I needed to get an extra spacer to make it work. The good news is that it worked fine. I would rather need an extra spacer, than have it too big.",3/22/14
"GE Profile PDT750SSFSS 24"" Built-In Dishwasher",4,Y,Great but takes some time to get used to.,"It's a brand new washer so whats not to love. However, its a whole new tub system and it takes time to learn how to fill it up and maximize the space as it's different from our last one. You have to figure out what things can go where. It's not always just dishes. Today there are plenty of odd shaped things that can go in there and where does it fit?If you overload it it doesn't clean as well. I like that there are choices for wash cycles when needed. It's quiet as others say and you can use less soap. Once I learn how to maximize the space for different sized things it will be easier.",3/21/14
GE Microwave Oven Magnetron and Diode Kit OM75P (10) Part # WB27X10017,5,Y,everything as expected,I received the unit in good condition and worked after installing. It was nice to have the diode since those can also go bad.,3/21/14
GE PYE23PSDSS Profile 23.1 Cu. Ft. Stainless Steel Counter Depth French Door Refrigerator - Energy Star,4,Y,Very nice,"Great lighting, visibility, access. Freezer space a little tight. only real drawback is the noise level. In an open concept floor design, the noise is noticeable while your sitting around watching TV. I will probably get used to it but was surprised.",3/21/14
GE MWF Refrigerator Water Filter Replacement SGF-G9 3-Pack by Swift Green Filters,1,Y,Didn't fit my Fridge,Filters did not fit my refrigerator. However the seller quickly stepped me through a couple of basic checks and arrainged for there return and refund.,3/21/14
GE Part Number WB44K5018 BAKE ELEMENT,2,Y,Got it quick,The element didn't work out for our oven.  The prongs were too short and too close together.  I had to return it.,3/21/14
General Electric GENERAL ELECTRIC WD28X10177 SILVERWARE BASKET,5,Y,"Great, large size, solid quality",I am a happy customer. This is a good product and I would recommend this dishwasher basket to anyone. Thank you.,3/21/14
GE Part Number WD28X10284 RACK ASM FINAL LOWER,3,Y,Not great,This does not fit as many dishes as the original rack did. The design is somewhat awkward. Those that said to keep the old wheels are correct. The new wheels fall off the track.,3/20/14
GE Gneral Electric DRYER LIGHT BULB WE4M305,4,Y,Still cannot find those missing socks,&#34;This is the Exact OEM dryer light replacement. Brighter than a nightlight bulb and designed to take the heat and vibration of an electric or gas dryer. Has a short rounded top preventing breakage that would occur using a Christmas style bulb that would stick out into the path of the dryer contents&#34;,3/20/14
"GE Microwave Glass Turntable Plate / Tray 12 1/2 "" WB49X10139",5,Y,Perfect fit,Quick delivery and exact part I needed. I may get another one for reserve just in case I drop this one on the concrete floor!,3/20/14
General Electric GENERAL ELECTRIC WD28X10177 SILVERWARE BASKET,5,Y,Spruced up the dishwasher.,"This fit perfect to our dishwasher, and it makes the dishwasher look and preform better.  The older rack had holes, and it's nice to have this replacement piece.",3/20/14
GE Stove / Oven / Range Thermostat Knob WB3K10036 WB03K10036,4,Y,Works with GE LX44,"This item works our oven, GE LX44.  Our thermostat knob fell off after 7 years of use.  This is just made of plastic and don't recommend to keep taking it off (for cleaning purposes) and putting back on.  I gave it a four star because of the price.  $32 is too much for a plastic part.",3/18/14
"GE PGS950SEFSS Profile 30"" Stainless Steel Gas Slide-In Sealed Burner Double Oven Range - Convection",5,Y,great product!,the delivery was very prompt . i was very impressed. i had them cut box off before i tool delivery to confirm it was not a demo.  looks great cooks great..... great value on amzn!,3/18/14
General Electric RANGE VENT HOOD FILTER - WB2X8406,5,Y,It fits,These filters were really hard to find and we were worried that buying online was a gamble. But they fit perfectly. Very snug so you may need to arc them a little to get past the tabs on your hood.  These were a great find.,3/18/14
"GE Front Load Washing Machine Motor P/N WMAA0305010000, Model J52PWAAB0104",4,Y,GE Front Load Washing,Motor work as it should and I am very satified with my purchase.  My old motor was pass it use and I was able to recycle it.,3/17/14
"Genuine Aprilaire Humidifier Maintenance Kit 4839 - For Models 600, 600A, and 600M",5,Y,Great kit!,This kit includes all items needed.  Comply with my expectative for our home humidifier unit PM. Acquisition cost is aceptable.,3/17/14
GE PYE23PSDSS Profile 23.1 Cu. Ft. Stainless Steel Counter Depth French Door Refrigerator - Energy Star,1,Y,Would give this beautiful refrigerator -5 if I could-I am so disappointed in GE,"Purchased this refrigerator on Christmas Day, not my choice of a present but a necessity.  It was delivered on 1-6-14.  Had it 2 months and had to throw all my food in the trash due to problems that the repairman couldn't find.  My first warning of trouble was constant running around the clock of the compressor (which did get hot-fire hazard?).  Called GE. I was told to unplug it for about a minute, then plug it in again (to set the sensors) - didn't work.  Called GE again.  Appointment for a repairman to come out was made.  Repairman never showed up because he just works on commercial refrigeration, not residential.  No one bothered to call to set another appointment.  Called GE again.  This repairman did show up, worked on it for 2 hours and ran all the diagnostics with no problem showing up.  Was told to wait 24 hours to see if it would fix itself - it didn't.  Called GE again.  Now it's Friday afternoon, and of course no one works on the weekend.  I was told I'd have to wait 24-48 hours to find out what would be done next.  I didn't realize the temperature in both freezer and refrigerator were dropping to an unsafe level. So, I lost several hundred dollars worth of food.  My goal is to get this appliance out of my home, don't want the same model replacement, and at this point don't want another GE.  The funny thing is I've had GE appliances during the last 55 years of marriage and never had a problem.  I think this model needs to be recalled.  The next one  I pick will be plain, no fancy ice making or water in the door.  Just more to break down.  When I hear what will happen next, I will post it.  Hopefully it will be good news.",3/16/14
"GE PGP953SETSS Profile 30"" Stainless Steel Gas Sealed Burner Cooktop",4,Y,super cooktop I would buy it again definitely,Great cooktop. Easy to install. Great space. Very Good control of cooking power.  Grates are higher than my previous ge glass cooktop ( that was far less better perfoming than this one) but it does take a little time to get use to the&#34; look&#34;,3/16/14
"GE Aluminum Range Hood Filter - 6-1/8"" X 23-3/8"" X 3/2"" - WB2X8379",4,Y,I finally have a replacement filter.,"A replacement grease filter for my range hood is no longer available.  Since this company makes filters to  provided specifications, I decided to try it.  The received filter is thinner than the original and it came with a metal frame around the entire filter, not just on the long sides as shown in the photo.  I was able to modify it by cutting a piece out of the<br />middle of the short sides of the frame.  I was therefore able to bend the filter to enable it to be inserted into the holder. The modification only took a few minutes and I am happy because I finally have a new filter to use.  The next time I need a new filter, I will call the company first to verify what I want to order.  I would recommend the filter to anyone whose replacement part is no longer manufactured.",3/16/14
"GE PS968TPCC Profile 30"" Bisque Electric Slide-In Smoothtop Range - Convection",1,Y,The Worst Stove I Have Ever Owned,"Where do I begin? First of all, it won't consistently boil water on all the burners. The heat is inconsistent; it can burn things on a low setting. The &#34;self-cleaning&#34; oven has to be literally cleaned FIRST by me to become even close to clean. I have to clean the oven door inside, thoroughly before turning on the self-cleaning feature because it won't clean the window at all if I don't. I would NEVER buy this stove again. Can't wait to be rid of it!!",3/16/14
GE GTWN8250DWS 4.8 Cu. Ft. White Top Load Washer - Energy Star,1,Y,Horrible experience!!!,"We had two different washers delivered to our house and both were cracked significantly upon delivery.  Not only were they cracked, but the experience with this machine and the seller was not positive.  I would stay away from this and look elsewhere for you washer needs.",3/15/14
"GE MSWF, MSWFDS, 101820-A, 101820A, 101821B, WR02X12345, WR02X12801 Compatible Water Filter",1,Y,Filter fake,You get what you pay for.  The filter from Greenfilter does a very poor job.  The water tastes and smells just like out of tap.  I have removed and put reinstalled my GE filter.  Now the water has no smell and tastes good.  I am on way to store to buy a new GE filter.  Also the filter had no markings.,3/15/14
"GE PP975BMBB Profile 36"" Black Electric Smoothtop Cooktop",4,Y,Beautiful appliance,"This is my second GE Profile electric cooktop.  My first one lasted ten years until I dropped something on it and the corner cracked.  Then one of the burners died, so I decided to update and purchase a new one.  First of all, it fit easily and perfectly in the old cut in my island's granite.  It is sleek, and very easy to keep clean.  There are some new features compared to the old model, such as a very large burner with three different size rings as well as a quick boil burner which I love.  It is a considerably faster boil using this coil.  Based on this, I have given the stovetop a four star rating, and overall, I am quite pleased.  I considered a five star review but decided that I truly missed having a timer on the cooktop, a change from the old model.  No timer.  I had to buy a separate kitchen timer, but I still miss having a handy one right on the cooktop.  There are many times that one kitchen timer on my oven is just not enough.<br />Then there was the problem with the delivery of the new cooktop.  Delivery was timely, but after installation, I discovered that a coil on the brand new cooktop did not work at all.  There were several phone calls to GE and I tried their suggestions to no avail.  Obviously a defective coil in an expensive brand new appliance.  So back it went to Amazon who stood by their guarantee.  I got a full refund plus all shipping except about $10.  But it was a fairly complicated process that involved several lengthy phone calls to Amazon.  In the end, I am happy with Amazon as usual, just not sure if I would buy a major appliance through them again.  I did save nearly $250 compared to local big box retailers, so I cannot complain.",3/15/14
GE Part Number WB36X10176 LAMP 12V 20W,5,Y,worked perfect,"showed up as promised, worked perfect. Easy search worked well would recomend to all  priced well under local dealers<br />Thankyou",3/14/14
GE Part Number WD12X10329 ROLLER & STUD ASM,5,Y,It fits my dishwasher and it works,"This is a standard replacement part for a General Electric dishwasher from the original equipment manufacturer.  Getting this inexpensive part via Amazon allowed me to repair my dishwasher rack myself and avoid the expense of using an appliance repair service.  There were no instructions provided with the part itself, but it was very intuitive to figure out how to just snap it into place.",3/14/14
General Electric WB48X5099 Oven Rack,1,Y,No dimensions,There were no dimensions and it turns out to be the wrong size. It is to big by a 1/4 inch and will not fit.,3/14/14
"GE GWF06 NSF Certified Refrigerator Water Filter, Certified Green, Made in North America 3 Pack By Swift Green Filters",5,Y,Price is great & works fine,This filter is considerably less expensive than the brand name GE one. It fits & installs fine in our GE refrigerator.  Filtering capacity seems equal to the GM brand filters.,3/14/14
GE Advantium Roller Wheel Assembly (1000 series) WB06X10315,5,Y,Better than new.,"My old one died.  The little wheels and their ceramic bearings gave up and were rattling like crazy.  The first replacement I tried didn't fit so watch out.  Look at the pictures carefully or check model numbers.  Mine is a 220 volt 4 way oven that includes microwave, and the wrong one was for a microwave that was also called an Advantium.  It had nylon wheels which would melt in my oven when using any of the other 3 modes.<br /><br />This replacement was the right one.  It has better ceramic wheels than the original and I expect it to last longer.  It's for the big Advantium oven, not the 110 volt one.",3/13/14
"Genuine Aprilaire Humidifier Maintenance Kit 4839 - For Models 600, 600A, and 600M",5,Y,Easy Install,"The kit was complete, and simple to install.  Seems to work and well worth the few minutes and small amount of money required.",3/13/14
GE Clothes Washer / Washing Machine Water Valve WH13X10025,5,Y,Great,"The item came quickly from the retailer and it fixed the leak in our laundry machine. It was very easy to replace, and I did not have to make multiple trips to Home Depot.",3/13/14
"GE GXWH04F, GXWH20F, GXWH20S & GXRM10 Compatible Water Filter, KleenWater KW2510CB Carbon Block Replacement Cartridge, Set of 3, Includes O-Ring.",5,Y,Great Filter With Better Customer Service,"I had been using the standard carbon filter and decided to try these; immediately I noticed the difference, no chlorine odor and bottled water quality taste. Additionally when our package arrived good old USPS had crushed the box and the O ring was missing also one of the filters was distorted. I sent an email to the seller and no questions asked he replaced the filter and sent me two O rings for the inconvenience. It doesn't get any better than that for customer service. To sum it up as in the title Great Filter With Better Customer Service",3/13/14
"GE Cafe CGS990SETSS 30"" Freestanding Gas Range with 5 Sealed Burners, Convection Self-Clean Double Oven and Griddle, in Stainless Steel",4,Y,Excellent range,"To give you a perspective of where I'm coming from, I previously had a 48\\"", 8 burner, double oven Viking range. After moving, I only had room for a 30\\"" range.<br /><br />Pros:<br /><br />-Looks good,  This is a freestanding range, not a slide in, but it doesn't have a back piece that sticks up.  I hate the way those look.  You also have to reach over hot burners to get to the controls on most ranges that have the back piece. This is the only range with 2 ovens that is like this except for the Electrolux which is dual fuel and requires a 220 line.  The top of the stove (under the burners) is stainless also. On most ranges it is black even if the front is stainless.<br /><br />-Huge amount of oven space for 30\\"".  It has more than my 48\\"" Viking had.<br /><br />-Lower oven preheats to 350 in 8 minutes, which is pretty fast.<br /><br />-2 powerful burners.  They are higher BTUs than the Viking burners. The left front power burner can also can go down very low- almost like a candle for anything very delicate.<br /><br />-Electronics. Most ranges have most of these, but the \\""professional\\"" ranges like Viking do not.  This includes timer, temperature probe cooking, delayed start, etc.<br /><br />-Lower oven has an electric element on the ceiling to produce more even heat than just the gas burner on the floor.  Not sure how this affects usage costs (electric costs more than gas almost everywhere in US for ovens).  It is not 220, so maybe the draw isn't than much.<br /><br />-Self cleaning.  Yes, even cheap ranges are self cleaning now, but some professional are not. My Viking wasn't.<br /><br />-Ball bearing rack. It moves very smoothly.<br /><br />Cons:<br /><br />-There is only 1 ball bearing rack in the lower oven. The other 2 (1 in upper, 1 in lower) are standard racks. For this price of stove, it would have been nice for them all to be ball bearing.<br /><br />-The middle oval burner is not very powerful.  It works fine with the included griddle for pancakes, etc., but you can't generate enough heat for many things.  If I put my cast iron grill/griddle over it (after replacing the griddle with the grate included), it doesn't get hot enough to do a good sear.  Griddle is non-stick and will wear out in time.  I use the grate instead of the griddle. It looks better and gives you a place to move hot pots/pans.<br /><br />-The lower oven is low to the ground. If you use the upper rack, it is fine. If you use the lower, it is awkwardly low. I try and use the upper oven and middle lower oven racks mainly, so not a big issue.  If you are old, have back problems, etc., take into account that the bottom of the lower oven is almost at the floor.<br /><br />-The upper oven can handle pizzas, casseroles, veggies, etc.  You can't put anything more than probably 6 inches high.  You can't roast a whole chicken.  I think for most people, that is not a problem as you have the lower oven which is pretty big.  Use the upper for sides, keeping food warm, etc. The broiler is in the upper oven also.<br /><br />-I wouldn't have minded another power burner. The 2 back burners are pretty low output.  I guess 2 powerful burners is pretty good.<br /><br />Other notes:<br /><br />-The noise from the fan is nothing. Those that complained have super hearing or a defective stove.  It is more quiet than my Bosch dishwasher.<br /><br />-If you like to bake bread, use the lower convection oven. Do your final rise of the dough in the upper oven which will be warm, but not hot from the preheating of the lower oven.ou can't generate enough heat for many things.  If I put my cast iron grill/griddle over it (after replacing the griddle with the grate included), it doesn't get hot enough to do a good sear.  Griddle is non-stick and will wear out in time.  I use the grate instead of the griddle. It looks better and gives you a place to move hot pots/pans.<br /><br />-The lower oven is low to the ground. If you use the upper rack, it is fine. If you use the lower, it is awkwardly low. I try and use the upper oven and middle lower oven racks mainly, so not a big issue.  If you are old, have back problems, etc., take into account that the bottom of the lower oven is almost at the floor.<br /><br />-The upper oven can handle pizzas, casseroles, veggies, etc.  You can't put anything more than probably 6 inches high.  You can't roast a whole chicken.  I think for most people, that is not a problem as you have the lower oven which is pretty big.  Use the upper for sides, keeping food warm, etc. The broiler is in the upper oven also.<br /><br />-I wouldn't have minded another power burner. The 2 back burners are pretty low output.  I guess 2 powerful burners is pretty good.<br /><br />Other notes:<br /><br />-The noise from the fan is nothing. Those that complained have super hearing or a defective stove.  It is more quiet than my Bosch dishwasher.<br /><br />-If you like to bake bread, use the lower convection oven. Do your final rise of the dough in the upper oven which will be warm, but not hot from the preheating of the lower oven.",3/13/14
GE Part Number WE1M507 SLIDE DRUM - GREEN,5,Y,Perfect fit,"Worked perfect, saved a lot of money doing it myself. Had to get the GEWE3M26 to go with this, always get the top bearing to put the new slides in.",3/13/14
General Electric GENERAL ELECTRIC WD28X10177 SILVERWARE BASKET,5,Y,perfect replacement,Used this to replace the silverware basket in my GE dishwasher and it was perfect fit. Now I don't worry about silverware falling through the broken holes of my old one.,3/13/14
"GE JP328WKWW 30"" White Electric Coil Cooktop",5,Y,"Bright white, easy to clean.","Five stars because I got a great price, with free shipping.  GE instructions were easy to follow.  I replaced an older GE cooktop which required a slightly larger cut out, but it went in great without the extra frame kit. (I angled the screws into the countertop and it's tight.) I'm a single mom and my daughter and I took out the old cook top and put in the new one in about 45 minutes. The cook top is designed to be easy to tell which burner your turning on/off and the &#34;on&#34; light is bright enough.  I did my research and found that the coil top is by far the easiest to keep clean and if you don't like the looks of the coil, get four Corell burner covers which come in white/SS/artistic patterns, etc.  The ceramic/glass cooktops are pretty, but not functional.  I would definitely recommend this cooktop if you are looking for great variable heating, control, looks and ease of use.",3/12/14
Generic Water Replacement Filter 2 Piece Set,1,Y,Wrong Order for Wrong Keurig,"Ordered this thinking it was standard for Keurigs. Turned out my Keurig had no fiter compartment/assembly. Thought the filter compartment was standard in EVERY Keurig, and that the filter compartment was hidden from view. Only after researching online did I find that SOME Keurigs are NOT equipped with a filter assembly, or that filters may not even be necessary, depending on one's water source. Well, I only have myself to blame for ordering without a thorough investigation, but I was lazy and thought that it was only $6. When I tried to see if the vender (Coffee and Toy) would consider accepting a return, I submitted a request here according to Amazon's instructions about a month ago. So far zilch, no response. Not the kind of customer service we are accustomed to here at Amazon!",3/11/14
General Electric GENERAL ELECTRIC WB30T10078 SURFACE ELEMENT,1,Y,This was supposed to be a Genuine GE part,"I got a 3rd party part.  Amazon.com gave me a full refund, but this part does not come as pictured.",3/11/14
General Electric WB48X5099 Oven Rack,5,Y,Shiny new oven racks,My oven looks brand new again!  Getting ready to sell my house and the racks really made a difference in how my oven looks.,3/9/14
"GE Cafe CGS990SETSS 30"" Freestanding Gas Range with 5 Sealed Burners, Convection Self-Clean Double Oven and Griddle, in Stainless Steel",5,Y,Love it,"Love our GE cafe double oven gas range!! Amazing baking, no complaints so far. Also easy to clean and care for stainless!",3/9/14
GE Gneral Electric DRYER LIGHT BULB WE4M305,4,Y,hard to find replacement bulb,"What can you say about a light bulb. It either works or does not. However, the company quickly helped me find a replacement bulb that is not easy to find",3/9/14
"Genuine Aprilaire Humidifier Maintenance Kit 4839 - For Models 600, 600A, and 600M",5,Y,Great solution for replacement parts,Replacement parts higher quality than original parts.  The filter holder is much more ridged than the original one.  There are some design changes to make the water flow over the filter better,3/9/14
GE CSA1201RSS Cafe Advantium 1.7 Cu. Ft. Stainless Steel Over-the-Range Microwave - Convection,5,Y,She said,"My wife does 90% of the cooking in our home and I asked her what she thought of our new GE Cafe Series CSA1201RSS 1.7 cu. ft. Over-the-Range Advantium Speed Oven & Microwave and she said, &#34;I love it. I may never use our regular (range) oven again&#34;. I use it for the usual things that most men use it for. Popcorn, heating coffee, warming left overs and the like and for me, I think it is also great. It reheats just about anything I have tried to just the right temperature. If there are any cons with this appliance, I haven't run across them yet.",3/8/14
"GE PP975SMSS Profile 36"" Stainless Steel Electric Smoothtop Cooktop",1,Y,GE no warranty service,cooktop worked fine for about 7 months - then glass just broke when my wife was cooking  - GE uses a company called A & E for warranty repairs  - they didn't show up for the service - didn't call - their call center people are rude  - told us to call GE as they won't reschedule - GE little to no help  - supposedly the part is now on order  - 2 weeks w/o cooktop and no end in sight  - think twice before a GE purchase  - most likely little to no warranty support.,3/8/14
GE Chest Freezer - 7 cu. ft.,5,Y,Excellent chest freezer:,"This is the best freezer i have ever used in  terms of energy consumption. Since i purchased the freezer it works perfectly and my electric bill has drop drastically. It motor compressor is quiet when running, no noise.",3/8/14
GE Part Number WR17X12079 BUCKET AND AUGER ASM,5,Y,Ice bucket,It's works like a Champ I would recommended this product to everybody Thanks. It was easy to install and setup,3/7/14
GE GEFLSTACK Laundry Stacking Kit,5,Y,Worked,"Worked perfectly was the exact part that GE sells but for 45 dollars less.  Installed and using the stacked machines , no problems",3/7/14
"GE PHP900DMBB Profile 30"" Black Electric Induction Cooktop",5,Y,Induction Cooktop,"My husband and I were frustrated with our electric cooktop for several reasons and did not want to purchase another electric one.  We began to consider an induction cooktop as gas was not a possibility.  We read all the reviews, consulted Consumer Reports, and decided to try it.<br /><br />My husband must have been more excited than he let on, as he had it installed within an hour!  We have had it about six weeks, and so far, we LOVE it.  The variability of cooking levels is  much better than our (good quality) electric cooktop and the instant heat is remarkable.  We live in Arizona, so the idea of less heat in the house during the long summer season is very appealing as well.  I (almost) look forward to cooking, as it functions so well.<br /><br />If there are any negatives to consider, it would be that it is a little hard to see where the actual &#34;burners&#34; are and that we are still trying to figure out how to keep the surface as shiny and pretty as we would like.",3/6/14
GE Gneral Electric DRYER LIGHT BULB WE4M305,5,Y,I can see inside again,This was exactly the light bulb we needed.  I can see in the dyer again.  We were pleased with this product.,3/6/14
GE Part Number WR17X12203 FILTER ASM AND TUBE,5,Y,Exactly what I needed,"If this is the part you need, I don't know what else to say - it works. Arrived quickly, well packaged, and I had no troubles. I guess some instructions would have been nice? But if you're swapping out an old one, it' s a no-brainer.",3/6/14
General Electric Dishwasher Corner Gasket Set of WD8X227 and WD8X228,5,Y,Actual GE replacements,"These are the actual GE brand replacements and not aftermarket.  Because they are OEM, you can be sure they will fit properly.  The two pack is a nice convenience.",3/6/14
"GE Profile PEM31DFBB 24"" 1.1 cu. ft. Capacity counter top Microwave Oven in Black",4,Y,GE Microwave Oven,"I would have given it 5 stars, but there are two issues that I find lacking.  First, the keypad is small and hard to read.  The second is the fact that it is really too big to hang from my cabinet, so now it sits on the counter.  The brackets that we could have bought were very poorly rated.  Overall, it is a great replacement for our family.",3/6/14
"GE Microwave Oven Charcoal Filter, WB2X2892",3,Y,Change every 6 months.,That was what the directions said when I read them after 7 years.  I should have done it sooner.  This one fits and does the job.,3/5/14
"GE PGS950SEFSS Profile 30"" Stainless Steel Gas Slide-In Sealed Burner Double Oven Range - Convection",5,Y,great!!!,"I had a GE PROFILE for 20 years, prior to my new GE PROFILE.  Of course, all aspects of my new stove are very much improved.  I especially like the double oven and griddle a lot.  I will use the convection oven soon, but so far  very pleased.",3/5/14
GE Part Number WB36X10063 LAMP,5,Y,cheaper than a new microwave...,just what the doctor ordered for my Samsung nuke machine.  Not sure why they used 3 phillips screws and 2 torx screws (I guess in a vain attempt to protect me from myself) but it took longer to get the microwave off of the shelf and onto the counter than it did to replace the bulb.,3/5/14
Generic Mini USB Fridge (RED),5,Y,cute,I love odd techie devices and this is a great one.  it gets cool fast and it runs off of usb.,3/5/14
Genuine Viking Pc020126 Hinge Assembly Repl Pc020013,5,Y,"Perfect, after ten years of struggling with my oven door I finally can open it easily","10years and six repairmen and. I couldn't,t open the oven door without a struggle.  My husband easily installed this part and now my open opens with ease.  Part was exact. And it can on time.",3/5/14
GE JES2051SNSS 2.0 Cu. Ft. Stainless Steel Countertop Microwave,4,Y,Fits my needs.,"This is my second one of this model of GE microwave. The only difference is, is that this one has a larger inside capacity. I really like it.",3/4/14
General Electric GENERAL ELECTRIC WD28X10177 SILVERWARE BASKET,5,Y,Very Nice!,"Very nice! Big, and silverware does not fall through.  Fits my old GE dishwasher great!  Would recommend this highly.  Will suit a small or large family very well.",3/4/14
"GE Profile PVM9195SFSS 30"" 1.9 Cu. Ft. Capacity, 1000 Watt Over The Range Microwave Oven",3,Y,PROFILE,"HANDLE DOES NOT MATCH MY OTHER PROFILE APPL. ALSO IT DOES NOT SAY PROFILE ANYWHERE ON BOX  OR OVEN<br />LOVE THE LIGHT, NEEDED THE FAN IT WORKS GREAT!",3/3/14
General Electric GENERAL ELECTRIC WB36X10071 GLASS LIGHT LENS,5,Y,happy with product,This product fit great. I was able to replace the original glass with no trouble at all. Now I am able to see my oven top... Thank you,3/3/14
"GE Microwave Glass Turntable Plate / Tray 12 1/2 "" WB49X10139",4,Y,GE mocrowave plate,I required a microwave plate after mine broke into at least ten pieces when heating one day. Called GE and they said the plate number had changed but would not compensate. Offered to order the plate from GE parts for me but it was twice as much as the one I ordered on Amazon.<br />I wish it had shipped earlier. Shipping and delivery time was not supplied until after purchase.,3/2/14
General Electric WD28X10152 SILVERWARE BASKET ASSEMBLY,3,Y,Item as described...,"But has 2 rows of 4 narrow little compartments instead of larger more useful compartments.  If you load utensils handles down, not a huge concern but won't hold much otherwise.  Handle blocks adequate access to one of the rows, so pop off for easier loading.  If you don't need this particular one, choose something else.",3/2/14
